date,open,high,low,close,volume
2018-03-22,12.9444,12.9821,12.5396,12.5679,71227579
2018-03-23,12.6149,12.6619,12.2572,12.3043,84042290
2018-03-26,12.4549,12.4638,11.9842,12.1348,105435655
2018-03-27,12.1631,12.9162,12.0689,12.6526,154968608
2018-03-28,12.7279,13.1327,12.3184,12.8785,139104727
2018-03-29,12.7844,12.8597,12.5679,12.6902,74514308
2018-04-02,12.662,12.7467,12.2007,12.3513,72086963
2018-04-03,12.3513,12.3702,12.0501,12.3607,59785137
2018-04-04,12.0689,12.5208,12.0407,12.502,57172424
2018-04-05,12.5114,12.7656,12.3937,12.6432,53526222
2018-04-06,12.5396,12.6808,12.1725,12.2948,63465872
2018-04-09,12.3325,12.389,12.0689,12.0783,68332636
2018-04-10,12.2478,12.3702,12.1913,12.2854,57656791
2018-04-11,12.1536,12.3136,12.0972,12.2101,50220026
2018-04-12,12.2666,12.469,12.2101,12.4078,63631230
2018-04-13,12.6243,12.8785,12.5773,12.6997,71168492
2018-04-16,12.7091,12.7844,12.4549,12.549,58279028
2018-04-17,12.5961,13.0574,12.5773,12.9821,72129064
2018-04-18,13.0668,13.1045,12.822,12.8597,42983544
2018-04-19,12.8691,13.2363,12.8315,13.1704,87782256
2018-04-20,14.0647,14.1683,13.4999,13.6881,188686041
2018-04-23,13.8858,13.9141,13.5469,13.6693,73316830
2018-04-24,13.8011,13.9047,13.6881,13.8199,74261708
2018-04-25,13.8576,13.867,13.0951,13.2268,110141573
2018-04-26,13.2833,13.6458,13.2363,13.5375,64858158
2018-04-27,13.3869,13.6317,13.3586,13.5375,48827621
2018-04-30,13.5281,13.5469,13.2457,13.2457,48534794
2018-05-01,13.2551,13.2645,13.015,13.2268,51372461
2018-05-02,13.2739,13.5328,13.2551,13.3492,51678009
2018-05-03,13.3586,13.3586,13.0386,13.1139,60696993
2018-05-04,13.0574,13.3022,12.9633,13.2739,41908959
2018-05-07,13.2645,13.3492,13.1798,13.2457,32868455
2018-05-08,13.3492,13.6411,13.2645,13.434,59336105
2018-05-09,13.5093,13.8199,13.4622,13.7635,50867876
2018-05-10,13.8953,13.8953,13.6505,13.8293,37480947
2018-05-11,13.8764,13.9047,13.6693,13.7446,28611050
2018-05-14,13.8388,13.9329,13.7823,13.8482,41033047
2018-05-15,13.8388,13.8576,13.7117,13.8482,35258722
2018-05-16,13.8482,14.2153,13.8293,14.1494,54623446
2018-05-17,14.2342,14.3471,14.0459,14.1494,50728581
2018-05-18,14.1965,14.2153,14.0459,14.0929,34363828
2018-05-21,14.4601,14.639,14.3095,14.366,77916849
2018-05-22,14.4883,14.6766,14.3942,14.3942,65739059
2018-05-23,14.3095,14.3189,13.2833,13.3492,147338565
2018-05-24,13.4999,13.8576,13.4057,13.7446,105414027
2018-05-25,13.754,13.8058,13.5658,13.7729,49698718
2018-05-29,13.6317,13.6693,13.1939,13.3492,76044428
2018-05-30,13.3116,13.4057,13.1986,13.3398,52208405
2018-05-31,13.2739,13.3022,13.1327,13.2551,55456439
2018-06-01,13.2739,13.321,13.1327,13.2739,56888824
2018-06-04,13.3022,13.3775,12.8785,12.9068,82416322
2018-06-05,12.9068,13.1139,12.7279,12.9915,70448426
2018-06-06,13.0103,13.0722,12.8315,12.8409,62145270
2018-06-07,12.8315,12.9915,12.8126,12.9727,70982420
2018-06-08,12.9727,13.2457,12.9068,13.1139,50244868
2018-06-11,13.1704,13.208,13.0386,13.1609,43601680
2018-06-12,13.208,13.3116,13.0951,13.1609,41519137
2018-06-13,13.1986,13.2316,13.0198,13.0762,35499835
2018-06-14,13.0574,13.0951,12.7656,12.8409,60671122
2018-06-15,12.8314,12.8409,12.6319,12.6319,96180108
2018-06-18,12.5464,12.5654,12.442,12.5369,68340242
2018-06-19,12.404,12.4135,12.252,12.2995,77874464
2018-06-20,12.119,12.4515,12.1096,12.233,96425602
2018-06-21,12.1665,12.176,11.9766,12.119,70692167
2018-06-22,12.119,12.423,12.119,12.3945,74119111
2018-06-25,12.3755,12.3945,12.1001,12.1096,76819797
2018-06-26,12.7839,13.2398,12.7174,13.0498,213833225
2018-06-27,13.1638,13.7099,13.1068,13.2588,135351284
2018-06-28,13.2398,13.2968,12.9928,13.1353,64430989
2018-06-29,13.1353,13.2018,12.8884,12.9263,71964493
2018-07-02,12.8029,12.8694,12.5274,12.6984,62773901
2018-07-03,12.6794,12.8124,12.6319,12.6984,32212405
2018-07-05,12.7079,12.7649,12.385,12.7554,53542248
2018-07-06,12.6984,13.2018,12.6509,13.1543,60022367
2018-07-09,13.2398,13.4297,13.2113,13.2493,67061141
2018-07-10,13.2968,13.4677,13.2778,13.4582,60315084
2018-07-11,13.3504,13.5722,13.2873,13.2873,47266123
2018-07-12,13.3443,13.4297,13.2303,13.2873,39824478
2018-07-13,13.2683,13.3632,13.1828,13.1923,48547196
2018-07-16,13.1923,13.2493,13.1068,13.2018,42860187
2018-07-17,13.1543,13.1923,12.9643,13.0023,59111582
2018-07-18,13.0498,13.1163,13.0118,13.0593,41035047
2018-07-19,13.0308,13.1828,12.9311,13.0403,74962779
2018-07-20,13.0308,13.0878,12.328,12.461,171336054
2018-07-23,12.366,12.461,12.252,12.3375,90332759
2018-07-24,12.271,12.4705,12.2045,12.461,56666557
2018-07-25,12.4705,12.4895,12.309,12.4515,53379420
2018-07-26,12.442,12.6035,12.404,12.4895,54512038
2018-07-27,12.461,12.518,12.328,12.404,39333652
2018-07-30,12.385,12.5464,12.3565,12.499,39565013
2018-07-31,12.5274,12.9643,12.499,12.9453,71693895
2018-08-01,12.8694,12.8694,12.5749,12.5749,44528340
2018-08-02,12.5085,12.5464,12.404,12.5085,36575255
2018-08-03,12.4895,12.5844,12.4421,12.48,35245076
2018-08-06,12.461,12.518,12.404,12.442,32489289
2018-08-07,12.461,12.5844,12.366,12.499,56603863
2018-08-08,12.5274,12.5274,12.3185,12.3945,40399416
2018-08-09,12.3565,12.3755,12.2615,12.29,32487227
2018-08-10,12.2615,12.2615,12.0716,12.1285,48452261
2018-08-13,12.0811,12.0906,11.7676,11.8246,67099411
2018-08-14,11.8531,11.9671,11.7012,11.7296,49601633
2018-08-15,11.6537,11.7391,11.3402,11.6062,64707098
2018-08-16,11.6442,11.7391,11.5919,11.6822,51984321
2018-08-17,11.6442,11.7201,11.5967,11.6822,46945497
2018-08-20,11.6537,11.7676,11.5302,11.6822,37756535
2018-08-21,11.7201,12.0526,11.7106,11.9956,57947557
2018-08-22,11.9766,11.9861,11.7961,11.8436,43446212
2018-08-23,11.7866,11.9291,11.7675,11.9101,38054589
2018-08-24,11.8911,11.9291,11.8436,11.8721,38669956
2018-08-27,11.8531,12.138,11.8246,12.1285,44685653
2018-08-28,12.1285,12.2425,12.0811,12.119,59069270
2018-08-29,12.1285,12.328,12.0336,12.3185,47788479
2018-08-30,12.2235,12.3185,12.1096,12.1285,44667544
2018-08-31,12.0906,12.2995,12.0621,12.29,50403142
2018-09-04,12.233,12.233,11.9956,12.0336,44836981
2018-09-05,11.8246,11.9481,11.6204,11.9291,55071573
2018-09-06,11.8721,12.157,11.8721,11.8816,40619784
2018-09-07,11.7676,11.8151,11.6537,11.7771,45867179
2018-09-10,11.7391,12.0573,11.7296,11.8816,43370690
2018-09-11,11.8142,11.8436,11.6157,11.7106,40153939
2018-09-12,11.6822,11.9956,11.6109,11.9766,40185622
2018-09-13,12.0336,12.1096,11.8056,12.0716,54674832
2018-09-14,12.014,12.225,11.8702,12.1578,69969813
2018-09-17,12.0907,12.3568,12.0763,12.177,50671613
2018-09-18,12.1483,12.225,12.0428,12.1387,42892800
2018-09-19,12.1003,12.4551,12.0428,12.3304,62102052
2018-09-20,12.0716,12.1674,11.851,11.9469,88325588
2018-09-21,11.8894,12.0428,11.6593,11.6688,95419064
2018-09-24,11.6013,11.6017,11.1223,11.2566,148589856
2018-09-25,11.247,11.2757,10.758,10.8059,133694188
2018-09-26,10.7867,11.0792,10.7484,10.921,93374590
2018-09-27,10.9018,11.2661,10.8922,11.0552,82196212
2018-09-28,10.9689,11.036,10.7867,10.8251,76574088
2018-10-01,12.4838,12.5318,11.4483,11.5921,308106768
2018-10-02,11.8127,11.9661,11.2853,11.8127,148705750
2018-10-03,11.8318,12.1099,11.7743,11.9661,82966087
2018-10-04,11.899,12.1578,11.8318,12.1387,74912117
2018-10-05,12.3496,12.7523,12.3304,12.6373,151160449
2018-10-08,12.9633,13.0783,12.714,13.0496,172649544
2018-10-09,13.1454,13.2126,12.8578,12.992,110448096
2018-10-10,12.8386,13.0975,12.6852,12.7331,91943040
2018-10-11,12.5797,12.7379,12.1387,12.1962,116161903
2018-10-12,12.014,12.3017,11.6976,11.8127,123208499
2018-10-15,11.7456,11.9853,11.6401,11.6497,62640173
2018-10-16,11.7264,11.7839,11.5059,11.6017,86485825
2018-10-17,11.7456,12.0428,11.6161,11.688,83433100
2018-10-18,11.6401,11.9181,11.5634,11.8702,81520234
2018-10-19,11.7743,12.2058,11.7551,12.0428,86785513
2018-10-22,12.0716,12.1099,11.8223,11.8702,50243479
2018-10-23,11.6497,12.2154,11.5826,12.1674,81885020
2018-10-24,12.1866,12.2825,11.6401,11.6688,83360317
2018-10-25,11.6976,11.7743,11.2326,11.3141,88241090
2018-10-26,11.1127,11.1662,10.71,10.8347,117612663
2018-10-29,10.9584,11.247,10.4799,10.7004,119848664
2018-10-30,10.1251,10.9306,9.4636,9.7608,344976676
2018-10-31,9.7608,9.9621,9.3964,9.6841,201878603
2018-11-01,9.5978,9.8087,9.1472,9.1855,236367367
2018-11-02,9.2239,9.2622,8.6917,8.9074,263514635
2018-11-05,9.0033,9.1383,8.8883,8.8979,124389024
2018-11-06,8.9746,9.1424,8.9746,9.0321,112928202
2018-11-07,9.0609,9.0704,8.7636,8.8212,124020667
2018-11-08,8.7636,8.9563,8.6773,8.7253,161796786
2018-11-09,8.428,8.591,7.8144,8.2267,273542260
2018-11-12,8.0733,8.102,7.4021,7.661,245188891
2018-11-13,7.6897,8.6773,7.6418,8.2554,205815973
2018-11-14,8.3993,8.4856,7.8527,7.9774,170169781
2018-11-15,7.9007,8.2428,7.7282,7.8336,128474929
2018-11-16,7.7473,7.8623,7.4117,7.6897,176608926
2018-11-19,7.661,7.9007,7.4644,7.5172,148077303
2018-11-20,7.3542,7.5315,7.2199,7.335,143309529
2018-11-21,7.4692,7.6034,7.4117,7.4884,84442845
2018-11-23,7.4596,7.5363,7.2391,7.2583,43471127
2018-11-26,7.2966,7.4213,6.961,7.2679,158647765
2018-11-27,7.1816,7.3158,7.0665,7.1336,110407012
2018-11-28,7.0857,7.45,7.0665,7.4213,124307224
2018-11-29,7.335,7.6706,7.1816,7.613,123383251
2018-11-30,7.3446,7.3637,7.0953,7.1912,187082938
2018-12-03,7.2295,7.6226,7.2199,7.4884,130639888
2018-12-04,7.4309,7.4884,6.9802,6.9802,133329757
2018-12-06,6.9035,7.0857,6.8556,7.0473,112965740
2018-12-07,6.9994,7.0761,6.7022,6.7213,114480098
2018-12-10,6.683,6.8268,6.472,6.6446,112841778
2018-12-11,6.7501,6.8364,6.3857,6.4816,124580597
2018-12-12,6.5583,6.7357,6.4241,6.4337,105819951
2018-12-13,7.1816,7.1912,6.8268,6.9035,207282025
2018-12-14,6.7885,6.9515,6.707,6.8076,128800697
2018-12-17,6.798,6.9323,6.7233,6.8556,129731132
2018-12-18,6.8843,7.311,6.8652,6.9802,146773503
2018-12-19,7.3355,7.6331,7.2491,7.3547,219474200
2018-12-20,7.3451,7.5083,7.0666,7.1434,182353570
2018-12-21,7.0282,7.153,6.817,6.865,185651346
2018-12-24,6.7786,6.8458,6.625,6.6442,70010438
2018-12-26,6.7114,7.1146,6.5001,7.0954,129838565
2018-12-27,6.8938,6.9802,6.673,6.9802,119778563
2018-12-28,6.9034,7.3451,6.9034,7.2107,121670845
2018-12-31,7.2203,7.3163,7.057,7.2683,108361489
2019-01-02,7.1626,7.8539,7.1146,7.7291,129354094
2019-01-03,7.7003,7.8731,7.47,7.7387,122949016
2019-01-04,7.8635,7.9308,7.6619,7.902,120083766
2019-01-07,8.2044,8.4396,7.9596,8.3916,179684443
2019-01-08,8.5548,8.6797,8.1756,8.2188,146980417
2019-01-09,8.1804,8.4108,7.8539,8.1612,116306329
2019-01-10,8.1612,8.5933,8.1468,8.5837,112341452
2019-01-11,8.5164,8.5933,8.3724,8.5837,80669289
2019-01-14,8.4588,8.6413,8.4108,8.5452,81678101
2019-01-15,8.5548,8.5741,8.3532,8.382,94058188
2019-01-16,8.3628,8.6413,8.3148,8.6221,84265676
2019-01-17,8.5452,8.8205,8.4012,8.7757,105792241
2019-01-18,8.8621,8.8813,8.6701,8.6989,92734517
2019-01-22,8.6216,8.6317,8.2188,8.3148,108172008
2019-01-23,8.3436,8.4876,8.2668,8.382,72385915
2019-01-24,8.286,8.6125,8.2668,8.43,90331550
2019-01-25,8.4972,8.8429,8.4876,8.7949,112339638
2019-01-28,8.6221,8.6413,8.4012,8.5741,91635871
2019-01-29,8.5452,8.7661,8.3052,8.5452,114467693
2019-01-30,8.6221,8.9101,8.526,8.7373,86434567
2019-01-31,9.5438,10.3407,9.371,9.755,348639470
2019-02-01,9.7934,10.0143,9.563,9.7838,158161788
2019-02-04,9.8606,9.9278,9.6974,9.803,103243874
2019-02-05,9.8414,10.2255,9.7646,10.2063,102823122
2019-02-06,10.2448,10.4751,10.0143,10.0527,120486531
2019-02-07,10.0047,10.0239,9.5726,9.659,108704197
2019-02-08,9.611,9.6974,9.1597,9.419,118549512
2019-02-11,9.4766,9.7454,9.4382,9.6302,70687506
2019-02-12,9.6686,9.7502,9.515,9.5822,67122315
2019-02-13,9.5822,10.0047,9.5534,9.9567,98937023
2019-02-14,9.8798,9.8894,9.5534,9.6398,93387111
2019-02-15,9.7166,9.8702,9.659,9.6878,78344511
2019-02-19,9.6302,9.7454,9.5534,9.7262,63568393
2019-02-20,9.6878,9.7262,9.611,9.6974,48648592
2019-02-21,9.6302,9.7886,9.6014,9.6302,49533182
2019-02-22,9.6494,9.7742,9.5918,9.7646,50741310
2019-02-25,11.1088,11.2816,10.3503,10.3887,290232426
2019-02-26,10.7736,10.8835,10.5189,10.6487,103990626
2019-02-27,10.8185,10.9184,10.6287,10.8685,108833393
2019-02-28,10.8086,10.8385,10.3191,10.379,90862093
2019-03-01,10.4389,10.5089,10.0394,10.2591,89000221
2019-03-04,10.3091,10.5039,10.2042,10.369,69762946
2019-03-05,10.369,10.5588,9.5699,9.8795,178783618
2019-03-06,9.2502,9.6298,9.0404,9.1004,205777726
2019-03-07,9.0704,9.44,9.0604,9.44,127481095
2019-03-08,9.33,9.68,9.28,9.58,87518653
2019-03-11,9.45,10.02,9.33,9.9,106050446
2019-03-12,9.93,10.14,9.66,9.76,99369549
2019-03-13,9.73,10.05,9.7,10.02,74164484
2019-03-14,10.3,10.5,10.195,10.3,133870752
2019-03-15,10.29,10.445,9.9,9.96,189194132
2019-03-18,9.99,10.31,9.97,10.2,91647450
2019-03-19,10.22,10.34,10.14,10.19,54680925
2019-03-20,10.13,10.33,10.12,10.22,48370030
2019-03-21,10.2,10.33,10.13,10.27,50518944
2019-03-22,10.22,10.24,9.92,9.98,81563530
2019-03-25,9.96,10.13,9.81,9.88,49727745
2019-03-26,9.95,10.15,9.93,10.1,47624825
2019-03-27,10.08,10.18,9.9,9.96,55148303
>>>>>>> 2398675393a81a54d338ed9cd19af1de491c7fd1
